"MAC","Hersteller","Straße", "Ort", "Land"
"001FFB","Green Packet Bhd","Lot 1-4, Incubator 2, Technology Park Malaysia","Kuala Lumpur  Wilayah Persekutuan  57000","MY"
"001F85","Apriva ISS, LLC","6900 E Camelback Rd","Scottsdale  AZ  85251","US"
"001F87","Skydigital Inc.","#28-9 Wonhyoro1-ga, Yongsan-gu,","Seoul    140-846","KR"
"001F88","FMS Force Measuring Systems AG","Aspstrasse 6","Oberglatt  Zurich  8154","CH"
"001F86","digEcor","1625 N. 1100 W.","Springville  UT  84663","US"
"001F80","Lucas Holding bv","Domein 28","Gemert  NB  5421AR","NL"
"001B58","ACE CAD Enterprise Co., Ltd.","2F, No. 94, Bao Chung Road,","Hsin Tien City,  Taipei Hsien  23144","TW"
"001FA5","Blue-White Industries","5300 Business Drive","Huntington Beach  CA  92649","US"
"001F9D","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"001F9F","Thomson Telecom Belgium","Prins Boudewijnlaan 47","Edegem  Antwerp  B-2650","BE"
"001FA1","Gtran Inc","2651 Lavery Court","Newbury Park  CA  91320","US"
"001F99","SERONICS co.ltd","#401 Technopolis,","Daegu  Gyeong-buk  704-230","KR"
"001F79","Lodam Electronics A/S","Kærvej 77","Sønderborg  Als  DK-6400","DK"
"001F71","xG Technology, Inc.","240 S. Pineapple Avenue","Sarasota  FL  34236","US"
"001F6C","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"001F6F","Fujian Sunnada Communication Co.,Ltd.","7/F Main Building,Fujian Torch Hi-Tech Innovation Park No.611 Industrial Road,Fuzhou Fuzhou Fujian China  350002","Fuzhou  Fujian  350002","CN"
"001F60","COMPASS SYSTEMS CORP.","6F, No. 413, Sec. 2, Ti-Ding Blvd.,","Taipei  NeihuDist  114","TW"
"001F6A","PacketFlux Technologies, Inc.","50 11th Avenue","Helena  MT  59601","US"
"001F65","KOREA ELECTRIC TERMINAL CO., LTD.","#7-38 SONGDO-DONG","YEONSU-GU  INCHEON  406-840","KR"
"001F5E","Dyna Technology Co.,Ltd.","HaoHai Building 1F,No.7,5th Street,Shangdi,","Beijing    100085","CN"
"001F55","Honeywell Security (China) Co., Ltd.","Block 28, Section 2, Huai  De Cui Gang Industrial  Estate, Fu Yong, Bao An, ShenZhen, P.R. China","ShenZhen  GuangDong  518103","CN"
"001F54","Lorex Technology Inc.","250 Royal Crest Court","Markham  Ontario  L3R3S1","CA"
"001F4B","Lineage Power","3000 Skyline Dr.","Mesquite  TX  75149","US"
"001F40","Speakercraft Inc.","5919 Sea Otter Place","Carlsbad  CA  92010","US"
"001F2E","Triangle Research Int'l Pte Ltd","10 Ubi Crescent #05-83","Ubi Techpark  SG  408664","SG"
"001F96","APROTECH CO.LTD","KOLONDIGITAL TOWER ASTON 201, 505-14","SEOUL    KSXX 0022","KR"
"001F8B","Cache IQ","8834 North Capital of Texas Hwy","Austin  Texas  78759","US"
"001FAE","Blick South Africa (Pty) Ltd","PO Box 1908","Johannesburg  Gauteng  2108","ZA"
"001EFA","PROTEI Ltd.","60A B.Sampsonievsky,  Business Center","St.Petersburg  RU  194044","RU"
"001EFB","Trio Motion Technology Ltd","Shannon Way","Tewkesbury  Gloucestershire  GL20 8ND","GB"
"001EF8","Emfinity Inc.","1305 Kelly Lake Road","Sudbury  Ontario  P3E5P5","CA"
"001EE8","Mytek","151 Lafayette Str 3 Fl","New York  NY  10013","US"
"001EEE","ETL Systems Ltd","Coldwell Radio Station","Hereford  Herefordshire  HR2 9NE","GB"
"001EB4","UNIFAT TECHNOLOGY LTD.","7/FLOOR, SUI HONG IND. BLDG.,","KWAI CHUNG  N.T.","HK"
"001EA8","Datang Mobile Communications Equipment CO.,LTD","No.29,Xueyuan Rd.","Beijing    100083","CN"
"001EAB","TeleWell Oy","Alahotie 14 b","Jarvenpaa  Uusimaa  04430","FI"
"001E9F","Visioneering Systems, Inc.","5931 Sea Lion Place","Carlsbad  California  92010","US"
"001F17","IDX Company, Ltd.","6-28-11 Shukugawara, Tana-ku","Kawasaki-Shi  Kanagawa-Ken  2140021","JP"
"001F1B","RoyalTek Company Ltd.","Suite 9F-1, No. 1071, Chung Cheng Rd.","Taoyuan Shien  Taoyuan  330","TW"
"001ED5","Tekon-Automatics","Zelenograd, 512-29","Moscow    124482","RU"
"001ECB","RPC Energoautomatika Ltd","Krasnokazarmennaya st., 13/1","Moscow    111250","RU"
"001EBA","High Density Devices AS","Vestre Strandgate 26","Kristiansand    4611","NO"
"001EFC","JSC MASSA-K","15, A, Pirogovskaya nab.","Saint-Petersburg  Leningradskiy reg.  194044","RU"
"001F06","Integrated Dispatch Solutions","645 Mountain Ave","Wyckoff  NJ  07481","US"
"001EE0","Urmet SpA","Via Bologna 188/C","Torino  TO  I-10154","IT"
"001EDA","Wesemann Elektrotechniek B.V.","Droogbloem 31","Rotterdam  Zuid-Holland  3068 AW","NL"
"001ED7","H-Stream Wireless, Inc.","2595 East Bayshore Road","Palo Alto  CA  94303","US"
"001E9B","San-Eisha, Ltd.","2-1 Ebara 5-chome","Shinagawa-ku  Tokyo  142-8611","JP"
"001F0D","L3 Communications - Telemetry West","9020 Balboa Ave","San Diego  CA  92123","US"
"001E1B","Digital Stream Technology, Inc.","4,5,6th Fl., TaeChang B/D, 451-1","Seoul    134-030","KR"
"001E17","STN BV","Amerikaweg 4","Hulst  Zeeland  4561 PB","NL"
"001E18","Radio Activity srl","Via De Notaris 50","Milano  MI  20128","IT"
"001E15","Beech Hill Electronics","Beechcroft, Beech Hill Road","Reading  Berkshire  RG7 2AU","GB"
"001E05","Xseed Technologies & Computing","Topaz House, MATAM","Haifa    39100","IL"
"001E07","Winy Technology Co., Ltd.","305-303, Bucheon Techno-park, #365","Bucheon  Gyeonggi-do  421-741","KR"
"001E0A","Syba Tech Limited","RM1301, Vanta Industrial Centre,","Kwai Chung","HK"
"001E03","LiComm Co., Ltd.","908-1 SEO-RI, IDONG-MYEON","YONGIN-SI  GYEONGGI-DO  449-834","KR"
"001E71","MIrcom Group of Companies","25 Interchange Way","Vaughan, Ontario  l4K 5W3","CA"
"001E6B","Cisco SPVTG","5030 Sugarloaf Parkway","Lawrenceville  GA  30044","US"
"001E70","Chelton Limited","The Chelton Centre, Fourth Avenue","Marlow  Buckinghamshire  SL7 1TF","GB"
"001E61","ITEC GmbH","Lassnitzthal 300","A-8200   Gleisdorf","AT"
"001E3E","KMW Inc.","65 Youngchun-ri, Dongtan-myun","Hwasung-si  Kyungki-do  445-813","KR"
"001E38","Bluecard Software Technology Co., Ltd.","D-801 Shangdi Science Building","Beijing    100085","CN"
"001E59","Silicon Turnkey Express, LLC","749 Miner Road","Highland Heights  Ohio  44143","US"
"001E51","Converter Industry Srl","Via Euclide, 12","Forli'  FC  47100","IT"
"001E47","PT. Hariff Daya Tunggal Engineering","Jl. Soekarno Hatta No. 450","Bandung  Jawa Barat  40266","ID"
"001E48","Wi-Links","332 Ayiou street","Limassol    3725","CY"
"001E8A","eCopy, Inc","1 Oracle Dr","Nashua  NH  03062","US"
"001E30","Shireen Inc","8531 Ziggy Lane","Gaithersburg  MD  20877","US"
"001E2E","SIRTI S.p.A.","Via Bombrini 11/3","GENOA    16149","IT"
"001DA6","Media Numerics Limited","Rodenbacher Chaussee 6","Hanau  Hessen  63457","DE"
"001D9D","ARTJOY INTERNATIONAL LIMITED","Room 1601,No.239 ZhongXing Road,LuoHu District","Shenzhen  Guangdong  518001","CN"
"001D9E","AXION TECHNOLOGIES","151 RUE PARC INNOVATION","LA POCATIERE  QUEBEC  G0R1Z0","US"
"001DF8","Webpro Vision Technology Corporation","4F., No.573, Cingping Rd.","Anping District    708","TW"
"001DF9","Cybiotronics (Far East) Limited","Unit 1906, Eastern Centre,","Quarry Bay","HK"
"001DF7","R. STAHL Schaltgeräte GmbH","am Bahnhof 30","Waldenburg  Baden-Württemberg  74638","DE"
"001DEB","DINEC International","Rue de la Gare, 30","BRAINE L'ALLEUD  BRABANT WALLON  1420","BE"
"001D9A","GODEX INTERNATIONAL CO., LTD","4F. NO.168, Lian-Cheng Road Chung-Ho City,","Taipei  Hsien  235","US"
"001D97","Alertus Technologies LLC","11785 Beltsville Drive","Beltsville  MD  20705","US"
"001D91","Digitize, Inc","158 Edison Road","Lake Hopatcong  New Jersey  07849","US"
"001DC4","AIOI Systems Co., Ltd.","KDX Omori, Bldg 8F","Tokyo    140-0016","JP"
"001DC0","Enphase Energy","201 1st Street, Suite 111","Petaluma  CA  94952","US"
"001DBD","Versamed Inc.","2 Blue Hill Plaza","Pearl River  NY  10965","US"
"001DDC","HangZhou DeChangLong Tech&Info Co.,Ltd","Room 1102,KeJi Mansion,","HangZhou  ZheJiang  310012","CN"
"001DB7","Tendril Networks, Inc.","5700-D Flatiron Parkway","Boulder  CO  80301","US"
"001DAE","CHANG TSENG TECHNOLOGY CO., LTD","2F NO.160 BACK BUILDING, LEN CHENG RD., CHUNG HO CITY","TAIPEI  HSIEN  235","TW"
"001D7F","Tekron International Ltd","409 Cuba Street, Alicetown","Lower Hutt  Wellington  5010","NZ"
"001D95","Flash, Inc.","3703 N. 200th St.","Elkhorn  NE  68022-2922","US"
"001D8D","Fluke Process Instruments GmbH","Blankenburger Str. 135","Berlin    13127","DE"
"001D1F","Siauliu Tauro Televizoriai, JSC","Pramones,15","Siauliai    LT-57318","LT"
"001D70","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"001D79","SIGNAMAX LLC","1090 Vermont Avenue","Washington  Washington D.C.  20005","US"
"001D6F","Chainzone Technology Co., Ltd","Chainzone Tech. Ind Park, Nanxin 1st Rd.","Foshan  Guangdong  528200","CN"
"001D78","Invengo Information Technology Co.,Ltd","3/F,No.T2-B,High-Tech Industrial Park South","Shenzhen  Guangdong  518057","CN"
"001D13","NextGTV","13F Byucksan/Kyungin Digital Valley ll","Seoul    153-803","KR"
"001D10","LightHaus Logic, Inc.","126-1020 Mainland Street","Vancouver  BC  V6B 2T4","CA"
"001D14","SPERADTONE INFORMATION TECHNOLOGY LIMITED","Room 1001 NO.418 Gui Ping Road,","Shanghai    200233","CN"
"001D43","Shenzhen G-link Digital Technology Co., Ltd.","4F, E Building,Huachuang Da Technology Zone ,Hangcheng Highway,Gushu,Xixiang ,","shenzhen  GuangDong  518126","CN"
"001D3F","Mitron Pty Ltd","Unit 11","Artarmon  NSW  2065","AU"
"001D39","MOOHADIGITAL CO., LTD","Seoul Hightech Venture Center C-307 647-26","SEOUL    157-030","KR"
"001D37","Thales-Panda Transportation System","6th floor, HUIJIE Plaza, 268 Zhongshan Rd.","nanjing  jiangsu  210008","CN"
"001D30","YX Wireless S.A.","Av. Vicuña Mackenna #4860","Santiago    8580710","US"
"001CF2","Tenlon Technology Co.,Ltd.","4/F.,Shenhua Bldg,No.3155,Binhe Road,Futian District","Shenzhen  Guangdong  518033","CN"
"001CEC","Mobilesoft (Aust.) Pty Ltd","Suite 2, 27-35 Grosvenor Street","Sydney  NSW  2089","AU"
"001CE8","Cummins Inc","1400 73rd Ave NE","Fridley  MN  55432","US"
"001D04","Zipit Wireless, Inc.","49 Salters Road.","Greenville  SC  29607","US"
"001D62","InPhase Technologies","2000 Pike Road","Longmont  Colorado  80501","US"
"001D63","Miele & Cie. KG","Carl-Miele-Straße 29","Gütersloh    33332","DE"
"001CC7","Rembrandt Technologies, LLC d/b/a REMSTREAM","140 South Beverly Drive","Beverly Hills  CA  90212","US"
"001CBB","MusicianLink","2401 Cory Ave.","San Jose  CA  95128","US"
"001CB2","BPT SPA","Via Stazione,48","Sesto al Reghena  Pordenone  33079","IT"
"001CB5","Neihua Network Technology Co.,LTD.(NHN)","Plot Xinmei Road 102-Q,New District","WuXi  Jiangsu  214028","CN"
"001C5C","Integrated Medical Systems, Inc.","1984 Obispo Avenue","Signal Hill  CA  90755","US"
"001C52","VISIONEE SRL","VIALE DELLA REPUBBLICA, 22","VILLORBA  TREVISO  31050","IT"
"001C47","Hangzhou Hollysys Automation Co., Ltd","No.10 Middle Road, Jiancaicheng, Haidian District,","Beijing    100096","CN"
"001CD0","Circleone Co.,Ltd.","860-1,Noda","Beppu-shi  Ooita-ken  874-0016","JP"
"001CCD","Alektrona Corporation","95 Hathaway Street, Suite 10","Providence  RI  02907","US"
"001C6C","30805","128, Jun Cheng Road,uangzhou Economic and Technological Development District","Guangzhou  Guangdong  510530","CN"
"001C61","Galaxy Microsystems LImited","Room 1101-03, 11/F Enterprise Square Two","Kowloon Bay  Kowloon","HK"
"001C63","TRUEN","4F SAMWON BLDG., 451-7","SEOUL    137-818","KR"
"001CB4","Iridium Satellite LLC","8440 S. River Parkway","Tempe  AZ  85284","US"
"001CB6","Duzon CNT Co., Ltd.","14th Floor, IRE building 2","Seoul    150-967","KR"
"001C9F","Razorstream, LLC","2381-C Renaissance Drive","Las Vegas  NV  89119","US"
"001C7D","Excelpoint Manufacturing Pte Ltd","15, Changi Business Park","486057","SG"
"001C77","Prodys","C/Trigo 54 Pol. Ind. Polvoranca","Leganes  MADRID  28914","ES"
"001C6F","Emfit Ltd","Konttisentie 8 B","Vaajakoski    40800","FI"
"001C89","Force Communications, Inc.","3810 Arbordale Lane","Sachse  TX  75048","US"
"001C87","Uriver Inc.","3rd., Fl., Bogwang Bldg., Poi-dong, 238-7 Gangnam-gu,","Seoul    135-964","KR"
"001C8D","Mesa Imaging","Badenerstrasse 569","Zürich  ZH  8048","CH"
"001C49","Zoltan Technology Inc.","4F, No.30, Wunsi St.","Jhubei  Hsinchu  302","TW"
"001C3F","International Police Technologies, Inc.","4150 S. 87th E. Avenue","Tulsa  OK  74145","US"
"001C3B","AmRoad Technology Inc.","18F-3 No. 150 , Chien I Rd","Chung Ho  Taipei Hsien  23511","TW"
"001C32","Telian Corporation","4FL. Namjeon Bldg. 53-3 Haandong","Kwangmyungsi  Kyoungkido  423060","KR"
"001C2B","Alertme.com Limited","30 Station Road","Cambridge  Cambridgeshire  CB1 2RE","GB"
"001B93","JC Decaux SA DNT","21 rue claude Bernard","MAUREPAS    78310","FR"
"001B9B","Hose-McCann Communications","1241 West Newport Center Drive","Deerfield Beach  FL  33442","US"
"001B9C","SATEL sp. z o.o.","Schuberta 79","Gdansk  pomorskie  80-172","PL"
"001C16","ThyssenKrupp Elevator","9280 Crestwyn Hills Drive","Memphis  TN  38125","US"
"001C19","secunet Security Networks AG","Kronprinzenstraße 30","Essen  NRW  45128","DE"
"001C09","SAE Electronic Co.,Ltd.","23/F,Ying Long Zhan Ye Building,","Shenzhen  Guang Dong  518040","CN"
"001C0C","TANITA Corporation","1-14-2,Maeno-cho","Tokyo    174-8630","JP"
"001BE1","ViaLogy","2400 Lincoln Ave","Altadena  CA  91001","US"
"001BDF","Iskra Sistemi d.d.","Stegne 21","Ljubljana  Slovenia  1000","SI"
"001BD9","Edgewater Wireless Systems Inc","50 HInes Road Suite 200","Ottawa  Ontario  K2K-2M5","CA"
"001BB4","Airvod Limited","Heather House","Sandyford Ind Est  Dublin 18  D18","IE"
"001BB6","Bird Electronic Corp.","30303 Aurora Road","Solon  Ohio  44139","US"
"001BA6","intotech inc.","13F DMC R&D Center E3-2 Building Land Development District Sangam-Dong","Mapogu  Seoul  121-270","KR"
"001BA4","S.A.E Afikim","Kibutz Afikim","Kibutz Afikim    15148","IL"
"001BEC","Netio Technologies Co., Ltd","4F-1, No. 582, Rueiguang Rd., Neihu District","Taipei    11492","TW"
"001BE8","Ultratronik GmbH","Dornierstr. 9","Gilching    822205","DE"
"001C28","Sphairon Technologies GmbH","Philipp-Reis-Strasse 1","Bautzen  Saxony  02625","DE"
"001C1F","Quest Retail Technology Pty Ltd","37-39 Walsh Street","Thebarton  SA  5031","AU"
"001BC7","StarVedia Technology Inc.","3F, No. 247, Done Sec. 1, Guangming 6th Rd.","Jhubei  Hsin-Chu County  302","TW"
"001B92","l-acoustics","parc de la fontaine de jouvence","marcoussis  essonne  91462","FR"
"001B8E","Hulu Sweden AB","Box 12328, 10228","Kista  Stockholm  164 40","SE"
"001B8A","2M Electronic A/S","Malervej 10","Taastrup    2630","DK"
"001B6B","Swyx Solutions AG","Joseph-von-Fraunhofer-straße 13a","Dortmund    44227","DE"
"001B69","Equaline Corporation","9F, No. 234, Section 4, Cheng-De Road,","Taipei Hsien  25162","TW"
"001B68","Modnnet Co., Ltd","2139 Daemyung-Dong DIP main B/D Room#505, Namgu","Daegu  Kyungsang Bookdo  705-701","KR"
"001B62","JHT Optoelectronics Co.,Ltd.","Hetian Industrial Park 2rd,Houjie Town, Donguan,","Dongguan  Guangdong  523945","CN"
"001B45","ABB AS, Division Automation Products","Bergerveien 12","Billingstad    NO-1375","NO"
"001B3F","ProCurve Networking by HP","60 Alexandra Terrace","118502","SG"
"001B41","General Infinity Co.,Ltd.","3F,No.169, Xing-ai Rd,","Taipei    114","TW"
"001B76","Ripcode, Inc.","1130 E. Arapaho Road","Richardson  TX  75081","US"
"001B70","IRI Ubiteq, INC.","Shinjuku-Nomura Bldg. 47F,","Shinjuku-ku  Tokyo  163-0547","JP"
"001B6C","LookX Digital Media BV","Roekenveldweg 1","Brunssum  Limburg  6446DK","NL"
"001B50","Nizhny Novgorod Factory named after M.Frunze, FSUE (NZiF)","174, Gagarina Avenue","Nizhny Novgorod  Russia  603950","RU"
"001B47","Futarque A/S","Aagade 15B","Aalborg    9000","DK"
"001B23","SimpleComTools","598 Indian Trail Rd S.","Indian Trail  NC  28079","US"
"001B3E","Curtis, Inc.","2405 Annapolis Lane","Minneapolis  MN  55441","US"
"001B37","Computec Oy","Juholankatu 8","Kouvola  Kymi  45200","FI"
"001B30","Solitech Inc.","1838 Main Street","Stevensville  MD  21666","US"
"001B80","LORD Corporation","2000 West Grandview Blvd","Erie  Pa  16509","US"
"001B18","Tsuken Electric Ind. Co.,Ltd","3-9 Akedouri Izumi-ku","Sendai City  Miyagi  981-3206","JP"
"001A8B","CHUNIL ELECTRIC IND., CO.","308,ByuckSan Digital Valley,132-7,Gamjeon-Dong,Sasang-Gu","Busan  GyeongSangNamDo  617-800","KR"
"001A8D","AVECS Bergen GmbH","Billrothstraße 11 a","Bergen auf Rügen  M/V  18528","DE"
"001A95","Hisense Mobile Communications Technoligy Co.,Ltd.","11,JiangXi Road,","QingDao  ShanDong  266071","CN"
"001A81","Zelax","2nd buid., 1B, Zavodskaya st.,","Moscow    124681","RU"
"001A87","Canhold International Limited","Flat 4, 13/F., Block 4, Tai Ping Industrial Centre","00852","HK"
"001B07","Mendocino Software","47001 Benecia St.","Fremont  CA  94538","US"
"001B08","Danfoss Drives A/S","Ulsnaes 1","Graasten  6300","DK"
"001B01","Applied Radio Technologies","1124 South Service Road West","Oakville  Ontario  L6L 5T7","CA"
"001B02","ED Co.Ltd","517-15 SangDaeWon-Dong","SeongNam-City  GyeongGi-Do  462-806","KR"
"001AFC","ModusLink Corporation","2905 Prestonwood Drive","Plano  Texas  75093","US"
"001ABE","COMPUTER HI-TECH INC.","HigashiUeno3-18-7","Taitoku  Tokyo  110-0015","JP"
"001AC1","3Com Ltd","Peoplebuilding 2","Hemel Hempstead  Herts  HP2 4NW","GB"
"001ABB","Fontal Technology Incorporation","Rm.522, Bldg. 52, 195, Sec. 4, ChungHsing Rd., Chutung","Hsinchu    310","TW"
"001ABD","Impatica Inc.","205-1725 St. Laurent Blvd.","Ottawa  ON  K1G 3V4","CA"
"001AAE","Savant Systems LLC","45 Perseverance Way","Hyannis  Massachusetts  02601","US"
"001AD7","Christie Digital Systems, Inc.","809 Wellington Street North","Kitchener  Ontario  N2G 4Y7","CA"
"001ACD","Tidel Engineering LP","2025 W Belt Line Road Suite 114","Carrollton  TX  75019","US"
"001AC9","SUZUKEN CO.,LTD","SUZUKEN TOMEI BLDG.","NAGOYA-SI  AICHI-KEN  465-0045","JP"
"001AB4","FFEI Ltd.","Graphics House","Hemel Hempstead  Hertfordshire  HP2 7SU","GB"
"001AB5","Home Network System","107, Hyundai I-Vally","Seongnam-si  Gyeonggi-do  462-714","KR"
"001A79","TELECOMUNICATION TECHNOLOGIES LTD.","4D ZHUKOVA BLV.","ODESSA    65121","UA"
"001AAA","Analogic Corp.","8 Centennial Drive","Peabody  MA  01960","US"
"001AF6","Woven Systems, Inc.","2455 Augustine Drive","Santa Clara  CA  95054","US"
"001AF9","AeroVIronment (AV Inc)","4685 Industrial St","Simi Valley  CA  93063","US"
"001AE0","Mythology Tech Express Inc.","2F, No.10, Lane 235, Bao Chiao road,","Taipei    231","TW"
"001AE2","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"001B10","ShenZhen Kang Hui Technology Co.,ltd","China  GuangDong","ShenZhen  GuangDong  518109","CN"
"001B0B","Phidgets Inc.","2715A 16A Street N.W.","Calgary  Alberta  T2M 3R7","CA"
"001B0C","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"001AA4","Future University-Hakodate","116-2 Kamedanakano-cho","Hakodate  Hokkaido  041-8655","JP"
"001A9F","A-Link Ltd","Kylavainiontie 20","Espoo    FI-02760","FI"
"001AE7","Aztek Networks, Inc.","2477 55th St. #202","Boulder  CO  80301","US"
"001A20","CMOTECH Co. Ltd.","5F Etronix Bldg. 17-10","Youngdungpo-Gu  Seoul  150-874","KR"
"001A19","Computer Engineering Limited","PO Box 493","Auckland  AK  2340","NZ"
"001A18","Advanced Simulation Technology inc.","500A Huntmar Park Drive","Herndon  VA  20170","US"
"001A13","Wanlida Group Co., LTD","Jiahe Road No.618","Xiamen  Fujian  361006","CN"
"001A5C","Euchner GmbH+Co. KG","Kohlhammerstraße 16","Leinfelden-Echterdingen  BW  70771","DE"
"001A5B","NetCare Service Co., Ltd.","5-13-16 Shimizu, Asahi-ku","Osaka    535-0021","JP"
"001A4E","NTI AG / LinMot","Haerdlistrasse 15","Spreitenbach  AG  8957","CH"
"001A52","Meshlinx Wireless Inc.","1410 G Avenue, Suite T","Plano  Texas  75074","US"
"001A58","CCV Deutschland GmbH - Celectronic eHealth Div.","Gertraudenstrasse 18","Berlin    D-10178","DE"
"001A5E","Thincom Technology Co.,Ltd","17F-3, No.398, Huanbei Rd.,","Zhongli City  Taoyuan Contry  320","TW"
